,피부고민,정도,성분명,성분 설명
1411,수분 공급,좋음,폴리글리세릴-3다이아이소스테아레이트,
1412,수분 공급,좋음,폴리글리세릴-4라우레이트,"글리세린의 폴리머와 라우릭애씨드의 에스터. 합성으로 만들거나 자연적으로 유래한다. 연화제, 유화제, 세정제 역할을 한다. 화장품에서 사용하면서 안전성을 인정받았다."
1413,수분 공급,좋음,폴리글리세릴-4아이소스테아레이트,아이소스테아릭애씨드와 폴리글리세린-4의 에스터. 연화제 작용을 한다.
1414,수분 공급,좋음,폴리글리세릴-6다이스테아레이트,
1415,수분 공급,좋음,폴리글리세릴-6아이소스테아레이트,"글리세린 폴리머와 스테아릭애씨드 지방산의 합성 혼합물. 화장품에서 다양한 역할을 한다. 연화제, 유화제, 계면활성제로 작용한다. 촉촉한 세안제를 만들 때 포함하면 좋다."
1416,수분 공급,좋음,폴리글리세릴-6폴리리시놀리에이트,
1417,수분 공급,좋음,폴리에틸렌글라이콜,"성분 라벨에 피이지로 표기된다. 제품이 안정적으로 유지되도록 돕는 성분으로, 글리세린과 유사한 기능을 한다."
1418,수분 공급,좋음,폴리쿼터늄-51,
1419,수분 공급,좋음,폴스산달우드씨오일,자두 오일의 라틴명. 연화제 특성을 지닌다.
1420,수분 공급,좋음,프로판다이올,피부에 수분을 공급해주는 동시에 성분 흡수력을 높여준다. 제형을 안정적인 상태로 유지할 수 있게 도와준다.
1421,수분 공급,좋음,프로필렌글라이콜,피부 속 주요 성분의 전달력을 높여주는 보습제. 제형이 고온에서 녹거나 저온에서 얼지 않게 해준다.
1422,수분 공급,좋음,프로필렌글라이콜다이벤조에이트,방부제인 벤조익애씨드와 수분을 결합해주는 용제인 프로필렌글라이콜의 합성 혼합물. 화장품에서 피부를 부드럽게 해주는 연화제로 쓰인다.
1423,수분 공급,좋음,프로필렌글라이콜다이카프릴레이트/다이카프레이트,"코코넛에서 유래한 지방산인 카프릴애씨드, 카프릭애씨드와 수화 용매인 프로필렌글라이콜의 혼합물. 피부 컨디셔닝제, 폐색제로 쓰인다."
1424,수분 공급,좋음,프로필렌글라이콜라우레이트,"프로필렌글라이콜, 라우릭애씨드의 에스터. 많은 식물성 지방의 구성 요소이다."
1425,수분 공급,좋음,프로필렌글라이콜스테아레이트,"프로필렌글라이콜과 스테아릭애씨드의 혼합물. 피부 컨디셔닝제, 유화제로 쓰인다."
1426,수분 공급,좋음,프로필렌글라이콜아이소스테아레이트,프로필렌글라이콜과 아이소스테아릭애씨드의 혼합물.
1427,수분 공급,좋음,프로필헵틸카프릴레이트,
1428,수분 공급,좋음,프룩토오스,"프룩토오스는 천연 설탕으로, 많은 과일 및 꿀에서 발생한다. 프룩토오스는 화장품에 향료 및 습윤제로 사용되며 프리바이오틱스이기도 하다."
1429,수분 공급,좋음,플랑크톤추출물,"해수 플랑크톤으로 알려진 해양 종. 다양한 조류, 해조류 또는 해양 골격에서 유래한다."
1430,수분 공급,좋음,피브로넥틴,피브로넥틴은 피부에서 발견되는 단백질의 한 종류이다.
1431,수분 공급,좋음,피스타치오씨오일,"연화의 식물성 오일로, 화장품에 땅콩 오일과 유사한 용도로 사용된다."
1432,수분 공급,좋음,피씨에이,아미노산에서 유래한 습윤제이다. 피부 표면의 수분을 함량을 높여주며 피부 천연보습인자(NMF)의 일부이다.
1433,수분 공급,좋음,피이지-10다이메티콘,폴리에틸렌글리콜과 피부를 보호해주는 실리콘의 합성 혼합물. 피부와 모발의 상태를 조절해준다.
1434,수분 공급,좋음,피이지-10다이메티콘/비닐다이메티콘크로스폴리머,합성 실리콘 강화 폴리머. 피부에 밀착력을 높이는데 도움을 준다.
1435,수분 공급,좋음,피이지-10레이프씨드스테롤,폴리에틸렌글리콜(피이지)와 유채 식물의 지방산 성분의 혼합물.
1436,수분 공급,좋음,피이지-12글리세릴다이미리스테이트,에틸렌옥사이드의 폴리머. 피부 보충 성분이다.
1437,수분 공급,좋음,피이지-12다이메티콘,피부 컨디셔닝제 역할을 하고 제형의 전반적인 질감과 마무리감을 향상해준다.
1438,수분 공급,좋음,피이지-14,피부에 수분 함량을 증대하는 역할을 하며 제형에서 성분들이 응집력 있게 결합할 수 있도록 도와준다.
1439,수분 공급,좋음,피이지-20글리세릴트라이아이소스테아레이트,"폴리에틸렌글리콜, 글리세린이 결합한 지방산 아이소스테아릭애씨드의 에스터."
1440,수분 공급,좋음,피이지-20메틸글루코오스세스퀴스테아레이트,"폴리에틸렌글리콜, 메틸글루코오스, 스테아릭애씨드의 혼합물. 화장품에서 유화제, 연화제 작용을 한다. 천연과 합성을 혼합한 좋은 예이다."
1441,수분 공급,좋음,피이지-32,"유화제로서, 물과 오일같이 서로 다른 물질들이 분리되는 것을 막아준다."
1442,수분 공급,좋음,피이지-33,"합성 폴리머. 화장품에서 용매, 수분을 결합하는 보습제 역할을 한다."
1443,수분 공급,좋음,피이지-40하이드로제네이티드캐스터오일,"연화제, 유화제 역할을 하며 용해성을 향상해준다. 제형의 발림성과 효능을 개선한다. 또, 피부에 부드러운 느낌을 선사하고 수분 손실을 줄여준다."
1444,수분 공급,좋음,피이지-60아몬드글리세라이즈,아몬드오일에서 추출한 지방산인 폴리에틸렌글리콜 유도체.
1445,수분 공급,좋음,피이지-60하이드로제네이티드캐스터오일,"세정제이며 유화제, 용해제로도 쓰일 수 있다. 제형의 발림성과 효능을 향상해준다."
1446,수분 공급,좋음,피이지-75,
1447,수분 공급,좋음,피이지-75시어버터글리세라이즈,시어버터의 한 형태. 일부 지방산은 폴리에틸렌글리콜과 결합해 순한 세정제 특성을 지닌 가벼운 보습제를 만든다.
1448,수분 공급,좋음,피이지-7글리세릴코코에이트,"부분적으로 코코넛에서 유래한 성분. 피부를 부드럽게 해주며 스킨 케어 제품에서 유화제, 계면활성제 역할을 한다. 화장품에서 사용하는 만큼 안전하다."
1449,수분 공급,좋음,피이지-8,합성 폴리머. 피부에 수분을 결합시키고 다른 성분의 용매로 작용해 보다 효율적으로 침투할 수 있도록 도와준다.
1450,수분 공급,좋음,피이지-8다이메티콘,피부 보충 성분. 피부를 부드럽게 해주고 더욱 섬세한 질감을 만드는 데 기여한다.
1451,수분 공급,좋음,피칸씨오일,"연화제 역할을 하는 식물성 오일로, 다른 무향의 식물성 오일과 유사하다."
1452,수분 공급,좋음,피칸오일,"피칸오일은 피칸에서 추출한 연화제 역할을 하는 식물성 오일로, 피부에 항산화 및 보습 특성을 제공한다."
1453,수분 공급,좋음,피탄트라이올,"수분 결합 특성이 있는 모발, 피부 컨디셔닝제."
1454,수분 공급,좋음,피토스테릴마카다미에이트,
1455,수분 공급,좋음,피피지-12/에스엠디아이코폴리머,화장품에서 피막 형성제 역할을 한다.
1456,수분 공급,좋음,피피지-14부틸에터,"폴리프로필렌글리콜 유도체와 부틸알코올의 합성 혼합물. 새로운 화합물을 형성한다. 용제, 피부 컨디셔닝제로 쓰이고 탄력을 회복해준다."
1457,수분 공급,좋음,피피지-20메틸글루코오스에터,폴리프로필렌글리콜과 메틸 글루코오스 유도체의 합성 혼합물. 피부와 모발의 상태를 부드럽게 가꿔준다. 수분을 결합해주는 보습 성분으로 인해 수분 공급에 탁월하다.
1458,수분 공급,좋음,피피지-2미리스틸에터프로피오네이트,글리콜과 지방알코올의 혼합물. 종종 피부 컨디셔닝제로 쓰인다.
1459,수분 공급,좋음,피피지-3벤질에터미리스테이트,실리콘 같은 느낌의 연화제. 화장품에서 다양한 기능을 한다.
1460,수분 공급,좋음,하슬레아 오스트레아리아추출물,하슬레아 오스트레아리아추출물은 남조류(Blue algae)라고도 알려진 수생식물에서 추출한 추출물이다.
1461,수분 공급,좋음,하이드로제네이티드다이데센,탄화수소인 다이데센에서 유래한 피부 컨디셔닝제.
1462,수분 공급,좋음,하이드로제네이티드스타치하이드롤리세이트,
1463,수분 공급,좋음,하이드로제네이티드식물성글리세라이즈시트레이트,"식물성 글리세라이즈의 수소 혼합물. 화장품에서 연화제, 질감향상제로 쓰인다."
1464,수분 공급,좋음,하이드로제네이티드식물성오일,
1465,수분 공급,좋음,하이드로제네이티드제팬왁스,"수막 열매에서 유래된 식물성 왁스. 농후제, 연화제로 쓰인다."
1466,수분 공급,좋음,하이드로제네이티드코코-글리세라이즈,하이드로제네이티드코코-글리세라이즈는 화장품에 연화제 및 증점제로 사용된다.
1467,수분 공급,좋음,하이드로제네이티드팜글리세라이즈,팜 오일(Palm oil)의 지방산 성분.
1468,수분 공급,좋음,하이드로제네이티드포스파티딜콜린,"하이드로제네이티드포스파티딜콜린은 레시틴의 활성 성분인 포스파티딜콜린이 수소화(Hydrogenated)된 형태이다. 이 성분은 유화제, 연화제 및 피부 보습제로 작용하며, 다른 성분들이 피부에 흡수되도록 도움을 줄 수 있다."
1469,수분 공급,좋음,하이드로제네이티드폴리데센,합성 연화제. 피부를 부드럽게 해준다. 일부 제형에서는 비폐색 피막을 형성해 피부 장벽을 보호해준다.
1470,수분 공급,좋음,하이드로제네이티드폴리아이소부텐,합성 연화제. 장시간 수분을 유지해주는 능력을 뒷받침하는 연구가 있다. 피부 표면에 윤활유 역할을 해 부드럽고 매끄러운 느낌을 준다.
1471,수분 공급,좋음,하이드로제네이티드호호바오일,"호호바 식물에서 추출한 오일로, 제어된 수소화(controlled hydrogenation) 과정을 통해 부드러운 왁스가 된다. 피부 연화와 보습 특성을 제공한다."
1472,수분 공급,좋음,하이드록시아세토페논,"안정제, 농후제, 불투명화제 역할을 하는 중합체."
1473,수분 공급,좋음,하이드롤라이즈드밀단백질,"다양한 역할을 하는 성분으로 피부와 모발에 피막 형성제, 수분 공급제, 컨디셔닝제로 쓰인다."
1474,수분 공급,좋음,하이드롤라이즈드식물성단백질,채소의 단백질 일부를 가수분해한 성분. 물과 반응했을 때 분해되는 부분이다. 천연 성분으로 피부와 모발의 상태를 조절해준다.
1475,수분 공급,좋음,하이드롤라이즈드실크,누에고치에서 얻은 견사 단백질을 가수분해해 만들어진 동물 유래 부산물. 피부와 모발을 부드럽게 해준다.
1476,수분 공급,좋음,하이드롤라이즈드옥수수전분,"옥수수 전분의 변형 형태. 수분을 공급해주는 보습제를 전달하는 역할을 한다. 제형의 불투명도, 점도, 응집성을 조정하는 데도 쓰인다."
1477,수분 공급,좋음,하이드롤라이즈드완두콩단백질,
1478,수분 공급,좋음,하이드롤라이즈드타라검,
1479,수분 공급,좋음,하이드롤라이즈드호호바단백질,호호바 식물 씨앗의 단백질을 가수분해한 성분이다.
1480,수분 공급,좋음,해바라기씨왁스,"해바라기씨에서 유래한 왁스로, 보습 특성과 제형의 질감을 향상시키는 능력으로 잘 알려져 있다."
1481,수분 공급,좋음,해조,"다양한 크기와 모양의 바다 식물(학명:조류) 군으로, 젤라틴과 같은 점성을 가지고 있다. 많은 해조류에는 항산화 및 피부 진정 효과가 있다."
1482,수분 공급,좋음,헤이즐넛오일,"헤이즐넛에서 추출한 오일로, 화장품의 연화제로 쓰인다."
1483,수분 공급,좋음,헥실데칸올,"헥실데칸올은 합성의 불건성(Non-drying) 지방알코올로, 연화제 및 피부 컨디셔닝제로 사용된다."
1484,수분 공급,좋음,헥실라우레이트,"헥실라우레이트는 헥실알코올과 라우릭애씨드의 혼합물로, 연화제로 사용되며 피부를 부드럽게 만든다."
1485,수분 공급,좋음,헵틸운데실레네이트,식물에서 추출한 연화제로 피부 수분 공급에 도움을 준다. 또한 다른 피부 연화제 성분이 가진 기름기 있는 사용감을 줄이기 위해서 포뮬러에 사용된다.
1486,수분 공급,좋음,호동씨오일,"대부분의 오일과 마찬가지로, 건강한 피부를 위한 천연 성분이며 좋은 보습제인 인지질과 당지질로 구성되어 있다. "
1487,수분 공급,좋음,호두오일,"연화제, 무향의 식물성 오일"
1488,수분 공급,좋음,효모,당을 발효시키는 곰팡이군. 좋은 항산화제인 베타-글루칸의 공급원이다.
1489,수분 공급,좋음,효모/구리발효물,구리 이온이 존재하는 상태에서 발효된 효모 추출물.
1490,수분 공급,좋음,효모/마그네슘발효물,마그네슘 이온이 존재하는 상태에서 발효된 효모 추출물.
1491,수분 공급,좋음,효모/망간발효물,망간 이온이 존재하는 상태에서 발효된 효모 추출물.
1492,수분 공급,좋음,효모/셀레늄발효물,효모를 미네랄인 셀레늄과 발효시켜 만든 성분이다.
1493,수분 공급,좋음,효모/실리콘발효물,실리콘 이온이 존재하는 상태에서 발효된 효모 추출물.
1494,수분 공급,좋음,효모/아연발효물,아연 이온이 존재하는 상태에서 발효된 효모 추출물.
1495,수분 공급,좋음,효모/철발효물,철 이온이 존재하는 상태에서 발효된 효모 추출물.
1496,수분 공급,좋음,효모/칼슘발효물,칼슘 이온이 존재하는 상태에서 발효된 효모 추출물. 피부에 이롭다고 알려진 바가 없지만 이론적으로 수분 공급을 증진하는 데 도움이 된다.
1497,수분 공급,좋음,효모/포타슘발효물,칼륨 이온이 존재하는 상태에서 발효된 효모 추출물.
1498,수분 공급,좋음,효소(엔자임),"방대한 단백질 군으로, 모든 생물에 의해 생성되며 화학 및 생물학적인 반응에서 촉매 역할을 한다. "
1499,수분 공급,보통,N-아세틸-L-타이로신,"아미노산인 L-타이로신의 한 형태로, 피부 컨디셔닝제 역할을 한다."
1500,수분 공급,보통,기장,"곡물(Cereal grain)에서 추출되며, 피부에 확립된 이점은 없지만 피부 연화제로 화장품 제형에 첨가된다."
1501,수분 공급,보통,기장추출물,"곡물(Cereal grain)에서 추출되며, 피부에 확립된 이점은 없지만 피부 연화제로 화장품 제형에 첨가된다."
1502,수분 공급,보통,다이리놀레익애씨드/프로판다이올코폴리머,
1503,수분 공급,보통,디하이드로에피안드로스테론,DHAE라고도 불리는 자연 발생 호르몬이다.
1504,수분 공급,보통,라우릴락테이트,라우릴알코올과 락틱애씨드의 혼합물. 피부 컨디셔닝제 역할을 한다.
1505,수분 공급,보통,로얄젤리,로얄젤리에 대한 수많은 주장은 확인되지 않았고 그 가설을 입증할 연구도 없다.
1506,수분 공급,보통,리보오스,"리보오스는 하이브레이팅 플랜드 슈가(hydrating plant sugar)로, 이 성분이 지닌 안티 에이징 특성에 대하여 논쟁의 여지가 있다."
1507,수분 공급,보통,망가니즈글루코네이트,신체 조직에서 소량 발견되는 미네랄.
1508,수분 공급,보통,바나나추출물,"바나나 과일에서 추출한 성분이며, 미미한 항산화 특성이 있다. "
1509,수분 공급,보통,바이오틴,체내에서 생성되는 수용성 물질이다.
1510,수분 공급,보통,사탕수수추출물,"사탕수수추출물, 과일추출물, 혼합과일추출물, 우유 고형물과 같은 성분은 AHA와 연계성이 있다고 주장할 수 있지만 사실은 동일한 성분이 아니기도 하거니와 피부에 동일한 이로운 효과를 주지 않는다."
1511,수분 공급,보통,서양고추나물꽃/잎/줄기추출물,햇빛에 노출되면 피부에 유해한 성분들을 여러 포함한다.
1512,수분 공급,보통,소듐하이드록시메칠글리시네이트,아미노산 유도체. 피부 연화제로 사용된다. 방부제로도 쓰인다.
1513,수분 공급,보통,쐐기풀,"쐐기풀은 네틀(Nettle)이라고도 알려져 있으며, 피부 진정 효과가 있는 식물 추출물이다."
1514,수분 공급,보통,쐐기풀추출물,
1515,수분 공급,보통,아이소말트,
1516,수분 공급,보통,아이소세틸살리케이트,
1517,수분 공급,보통,알코올,화장품에 여러 형태와 용도로 광범위하게 사용되는 유기 화합물 집단이다.
1518,수분 공급,보통,와일드얌뿌리추출물,"와일드얌뿌리추출물은 와일드얌(Wild Yam)에서 추출한 성분으로, 피부에 습윤제(보습제) 특성을 가질 수 있다."
1519,수분 공급,보통,요구르트,피부에 국소적으로 바르면 효과가 있다는 연구가 없다.
1520,수분 공급,보통,프라스테론,
1521,수분 공급,보통,호르토니아 플로리분다잎추출물,피부에 이롭다는 연구 결과가 없다.
1522,수분 공급,보통,흉선하이드롤리세이트,피부에 수분을 공급한다.
1523,수분 공급,보통,히페리쿰추출물,햇빛에 노출되면 피부에 유해한 성분들을 여러 포함한다.
1524,수분 공급,나쁨,실트,다양한 물줄기에서 얻은 침전물. 흡수성이 있어 과도한 유분을 흡수하는 데 도움을 준다.
1525,수분 공급,나쁨,씨솔트,국소에 스크럽으로 효과적일 수 있지만 피부에 남겨두면 민감도를 높일 수 있다.
1526,수분 공급,나쁨,포포나무열매추출물,포포(Pawpaw)라고도 불리는 이 식물 추출물은 항산화 특성을 가지고 있지만 피부를 자극할 수도 있다. 
1527,수분 공급,나쁨,포포추출물,"식물 추출물로, 항산화 특성이 있지만 피부를 자극할 수도 있다."
1528,수분 공급,매우 나쁨,난,향기로운 꽃은 피부에 자극을 줄 수 있다.
1529,수분 공급,매우 나쁨,난추출물,향기로운 꽃은 피부에 자극을 줄 수 있다.
1530,수분 공급,매우 나쁨,비폴렌,항산화 효과가 있을 수 있다.
1531,수분 공급,매우 나쁨,아와푸히,생강의 일종으로 피부에 항산화 특성을 가질 수 있지만 그 오일은 피부 자극제이다.
1532,수분 공급,매우 나쁨,아와푸히추출물,생강의 일종으로 피부에 항산화 특성을 가질 수 있지만 그 오일은 피부 자극제이다.
1533,수분 공급,매우 나쁨,토멘틸뿌리추출물,피부 수축을 일으키는 탄닌 함량으로 인해 피부에 자극적일 수 있는 식물이다.
1534,수분 공급,매우 나쁨,토멘틸추출물,피부 수축을 일으키는 탄닌 함량으로 인해 피부에 자극적일 수 있는 식물이다.
1535,유분 조절,훌륭함,녹차,연구에 따르면 녹차 잎이나 추출물의 국소 적용은 피부에 노화 방지 특성을 비롯한 많은 이점을 준다고 한다.
1536,유분 조절,훌륭함,레틴알,
1537,유분 조절,훌륭함,메도우스위트,피부를 진정시키는 항산화제. 과도한 유분기를 진정하는 데 도움을 준다.
1538,유분 조절,훌륭함,에피갈로카테킨갈레이트,"에피갈로카테킨갈레이트는 녹차의 구성 성분으로, 피부에 강력한 항산화 효과 및 진정 특성을 가진다고 잘 알려져 있다."
1539,유분 조절,훌륭함,징크옥사이드,미네랄 스킨 케어 성분. 현존하고 있는 가장 부드럽고 가장 효과적인 광범위한 자외선 차단 성분으로 유명하다.
1540,유분 조절,좋음,나일론-12,"오메가 지방산으로부터 유래된 단백질 유사 중합체. 최종 성분은 합성이다. 화장품에서 농후제, 불투명화제로 작용하며 다소 약한 흡수제로도 작용한다. 입자 크기가 너무 커서 피부 표면에 침투하기 어렵다."
1541,유분 조절,좋음,덱스트린,덱스트린은 폴리사카라이드(다당류)로 분류되는 탄수화물이다. 덱스트린은 물과 혼합되었을 때 접착제(결합제)로 사용된다.
1542,유분 조절,좋음,마그네슘,강력한 흡수기능을 지닌 광미네랄로 살균 성질도 있다.
1543,유분 조절,좋음,마그네슘알루미늄실리케이트,점토 기반의 천연 유래 흡수제. 제형의 질감과 퍼짐성을 향상하게 해주는 데 주로 쓰인다.
1544,유분 조절,좋음,마그네슘카보네이트,"무기 미네랄 염은 흡수제, 불투명화제, 착색제로 쓰이며 화장품에서 pH를 조절해준다."
1545,유분 조절,좋음,마그네슘하이드록사이드,마그네시아유의 활성 성분. 흡수제이고 피부에 살균 작용을 한다.
1546,유분 조절,좋음,말토덱스트린,"식물성 당. 옥수수, 감자, 쌀의 전분과 함께 사카라이드를 가수분해해 만든 성분."
1547,유분 조절,좋음,메틸메타크릴레이트/글라이콜다이메타크릴레이트크로스폴리머,
1548,유분 조절,좋음,몬모릴로나이트,"벤토나이트와 풀러토의 혼합물인 점토의 일종. 퇴적물에서 발견되는 물질로, 흰색에서 갈색을 띤다."
1549,유분 조절,좋음,벤토나이트,"점토의 일종으로, 유분을 감소하는 페이셜 마스크의 흡수제로 가장 유명하게 사용된다. 또한 화장품의 제형에서 증점제, 유화 안정제 및 불투명화제 역할을 한다. "
1550,유분 조절,좋음,소듐폴리아크릴레이트,"다용도 합성 폴리머. 피막 형성제, 에멀전 안정제, 농후제, 흡수제 역할을 하고 물속에서 질량의 100-1000배 흡수할 수 있다."
1551,유분 조절,좋음,소듐폴리아크릴레이트스타치,합성 아크릴레이트 폴리머와 결합한 천연 전분의 혼합물.
1552,유분 조절,좋음,숯,"숯은 산소가 없는 상태에서 유기 재료를 탄화(Charring)시켜 형성되며, 주로 탄소(Carbon)로 구성된 물질이다."
1553,유분 조절,좋음,숯가루,"숯가루 산소가 없는 상태에서 유기 재료를 탄화(Charring)시켜 형성되며, 주로 탄소(Carbon)로 구성된 물질이다."
1554,유분 조절,좋음,실리카,"미네랄 성분. 화장품에서 흡수제, 농후제 역할을 한다. 다른 성분들의 흡수를 증진시키는 데 도움을 준다."
1555,유분 조절,좋음,실리케이트,"강력한 흡수제, 농후제 특성이 있는 무기염."
1556,유분 조절,좋음,실리콘,실리카에서 유래한 물질. 제품의 질감을 향상할 수 있고 수분 결합제 역할을 한다. 피부를 숨 막히게 한다는 가설은 입증되지 않았다.
1557,유분 조절,좋음,실크가루,"합성으로 만들어진 가루. 흡수제, 유연제로 쓰인다."
1558,유분 조절,좋음,쌀전분,흡습성 물질. 지성 피부를 위한 제품에 많은 양을 분말로 사용하기도 한다.
1559,유분 조절,좋음,알루미늄마그네슘실리케이트,흡수성이 있는 염이다.
1560,유분 조절,좋음,알루미늄전분옥테닐석시네이트,"가루 형태의 합성 물질로 피부 관리와 메이크업 제품에 증점제, 흡수제, 및 고결 방지제로 사용한다."
1561,유분 조절,좋음,알루미늄하이드록사이드,불투명화제 역할을 하는 합성 성분이다.
1562,유분 조절,좋음,옥수수전분,"옥수수전분은 옥수수에서 얻어지는 전분으로, 때때로 탤크 대신에 화장품의 흡수제로 사용되기도 한다."
1563,유분 조절,좋음,일라이트,미네랄에서 파생된 천연 농후제. 프렌치 그린 클레이라고도 한다.
1564,유분 조절,좋음,카올린,"천연의 고흡수성 점토이며, 화장품을 증점시키고 제품의 미끄러짐을 수정하고, 불투명도를 추가하고, 화장 및 피부 관리 제형이 굳는 것(고결, caking)을 방지하는 데 도움을 준다."
1565,유분 조절,좋음,칼슘카보네이트,백악이다. 화장품에서 흡수제로 사용된다.
1566,유분 조절,좋음,타피오카전분,"카사바의 뿌리에서 유래한 천연 농후제, 질감 향상제."
1567,유분 조절,좋음,풀러토,풀러토는 카올린(점토)과 유사한 미네랄 물질이다.
1568,유분 조절,좋음,하이드롤라이즈드옥수수전분,"옥수수 전분의 변형 형태. 수분을 공급해주는 보습제를 전달하는 역할을 한다. 제형의 불투명도, 점도, 응집성을 조정하는 데도 쓰인다."
1569,유분 조절,좋음,헥토라이트,"헥토라이트는 화장품에 사용되는 점토의 일종으로, 제품에 매끄럽고 실키한 느낌을 부여하여 질감을 향상시킨다."
1570,유분 조절,보통,알루미나,"알루미늄옥사이드라도 불리는 천연 미네랄이며 피부 관리 제품의 증점제, 흡수제, 및 연마제로 사용된다."
1571,유분 조절,보통,알루미늄실리케이트,흡수성과 연마성을 지닌 염이다.
1572,유분 조절,보통,탤크,"자연적으로 발생하는 미네랄. 마그네슘, 하이드로젠, 산소, 실리콘으로 구성된다. 이 성분들이 결합하여 무수 마그네슘실리케이트를 형성한다. 무수는 물이 없는 상태의 화합물이다."
1573,유분 조절,나쁨,실트,다양한 물줄기에서 얻은 침전물. 흡수성이 있어 과도한 유분을 흡수하는 데 도움을 준다.
1574,유분 조절,매우 나쁨,버지니아풍년화,"식물 추출물로, 항산화 특성을 전달할 수 있지만 반복적으로 사용하면 피부를 건강하게 유지하는 데 도움을 주는 단백질을 변성시키기 때문에 피부 민감성을 유발할 수 있다."
1575,유분 조절,매우 나쁨,소듐카보네이트,화장품에 사용되는 흡수성 소금. 피부에 민감 반응을 일으킬 수 있다
1576,유분 조절,매우 나쁨,위치하젤,"식물 추출물로, 항산화 특성을 전달할 수 있지만 반복적으로 사용하면 피부를 건강하게 유지하는 데 도움을 주는 단백질을 변성시키기 때문에 피부 민감성을 유발할 수 있다."
1577,모공 크기 개선,훌륭함,나이아신아마이드,"모공의 크기를 눈에 띄게 줄여주고, 칙칙하고 고르지 못한 피부 톤을 개선해주며, 주름을 옅게 해주는 데 도움을 준다. 또한 피부 장벽 강화 및 수분 공급을 촉진한다."
1578,모공 크기 개선,훌륭함,니코티닉애씨드,"니코티닉애씨드는 비타민 B3의 두 가지 유형 중 하나이며, 다른 하나는 나이아신아마이드이다."
1579,모공 크기 개선,훌륭함,니코틴아마이드,"노화 방지 및 모공 축소 성분으로, 나이아신아마이드 또는 비타민 B3로 더 잘 알려져 있다."
1580,모공 크기 개선,훌륭함,레티놀,"레티놀은 가장 잘 알려진 노화 방지 성분 중 하나이며 강력한 성분으로, 피부에 여러 가지 이점을 제공하며 가시적인 결과를 선사하기 위해 다양한 농도로 사용된다."
1581,모공 크기 개선,훌륭함,레티닐레티노에이트,합성 레티놀. 레티놀계의 새로운 세대라고 할 수 있다. 피부 노화의 징후를 회복하고 개선하는 데 유용하다는 연구 결과가 있다.
1582,모공 크기 개선,훌륭함,레티닐아스코베이트,항산화제 역할을 하는 비타민 A(레티노익애씨드)와 비타민 C(아스코빅애씨드)의 에스터이다.
1583,모공 크기 개선,훌륭함,비타민 A,"비타민 A는 레티놀이라고도 알려져 있으며, 가장 잘 알려진 노화 방지 성분 중 하나이다. 강력한 성분으로, 피부에 여러 가지 이점을 제공하며 가시적인 결과를 선사하기 위해 다양한 농도로 사용된다."
1584,모공 크기 개선,훌륭함,비타민 B3,"모공의 크기를 눈에 띄게 줄여주고, 칙칙하고 고르지 못한 피부 톤을 개선해주며, 주름을 옅게 해주는 데 도움을 준다. 또한 피부 장벽 강화 및 수분 공급을 촉진한다."
1585,모공 크기 개선,좋음,실리콘,실리카에서 유래한 물질. 제품의 질감을 향상할 수 있고 수분 결합제 역할을 한다. 피부를 숨 막히게 한다는 가설은 입증되지 않았다.
1586,모공 크기 개선,좋음,카올린,"천연의 고흡수성 점토이며, 화장품을 증점시키고 제품의 미끄러짐을 수정하고, 불투명도를 추가하고, 화장 및 피부 관리 제형이 굳는 것(고결, caking)을 방지하는 데 도움을 준다."
1587,모공 크기 개선,좋음,헥토라이트,"헥토라이트는 화장품에 사용되는 점토의 일종으로, 제품에 매끄럽고 실키한 느낌을 부여하여 질감을 향상시킨다."
1588,모공 크기 개선,보통,매스틱검,나무수지로써 항산화 및 항균 특성을 가지고 있지만 피부를 자극할 가능성도 있다.
1589,피부 요철 완화,훌륭함,가시선인장,
1590,피부 요철 완화,훌륭함,글라이콜릭애씨드,"글라이콜릭애씨드는 가장 많이 연구된 알파-하이드록시산(Alpha hydroxy acid, AHA)이며 피부 표면을 재생하 수분 공급을 상당히 개선하는 데 도움을 준다."
1591,피부 요철 완화,훌륭함,락토바이오닉애씨드,"폴리하이드록시애씨드로 천연 보습제이며, 이 성분의 각질 제거 효과를 보완하는 항산화 능력이 있다."
1592,피부 요철 완화,훌륭함,말릭애씨드,"과일에서 유래한 성분. 화장품에서 다양한 용도로 쓰인다. 예를 들어, pH 조절제로 쓰이며, pH 3-4 환경에서는 각질제거제 역할을 한다."
1593,피부 요철 완화,훌륭함,벤조일퍼옥사이드,"처방전 없이 살 수 있는 국소 항균 여드름 치료제로, 모낭에 침투하는 능력과 낮은 민감성으로 여드름을 유발하는 박테리아를 죽이는 능력 때문에 가장 효과적인 것으로 알려졌다. "
1594,피부 요철 완화,훌륭함,아젤라익애씨드,"진정제 및 순한 각질 제거제이며, 피부 결을 정돈하고 잡티와 잡티 자국을 줄여준다. 붉어지고 민감해진 피부를 진정시키는 것으로 유명하다. "
1595,피부 요철 완화,훌륭함,아젤렉스,아젤라익애씨드의 처방약이다.
1596,피부 요철 완화,훌륭함,우레아,소변의 구성 요소. 화장품에는 합성된 형태가 사용된다.
1597,피부 요철 완화,훌륭함,타타릭애씨드,"항산화제, 알파 하이드록시애씨드의 역할을 한다. 또 다른 AHA의 pH를 안정시켜 각질제거제로 작용할 수 있도록 도와준다."
